Machine Module,N9322C,CN0743A505
+3.493478261e+08,-3.611529541e+01,
+3.493565217e+08,-6.934041595e+01,
+3.493652174e+08,-3.484251404e+01,
+3.493739130e+08,-3.319001770e+01,
+3.493826087e+08,-3.383858490e+01,
+3.493913043e+08,-3.306234741e+01,
+3.494000000e+08,-7.203977966e+01,
+3.494086957e+08,-3.199615479e+01,
+3.494173913e+08,-3.060717773e+01,
+3.494260870e+08,-3.231241608e+01,
+3.494347826e+08,-2.994521713e+01,
+3.494434783e+08,-7.251501465e+01,
+3.494521739e+08,-2.817561722e+01,
+3.494608696e+08,-2.657596207e+01,
+3.494695652e+08,-3.005851364e+01,
+3.494782609e+08,-2.560515976e+01,
+3.494869565e+08,-6.759104156e+01,
+3.494956522e+08,-2.373403168e+01,
+3.495043478e+08,-2.251338196e+01,
+3.495130435e+08,-2.826083755e+01,
+3.495217391e+08,-2.113249969e+01,
+3.495304348e+08,-6.406423950e+01,
+3.495391304e+08,-1.987745285e+01,
+3.495478261e+08,-1.912201691e+01,
+3.495565217e+08,-2.767766953e+01,
+3.495652174e+08,-1.812517929e+01,
+3.495739130e+08,-6.494364166e+01,
+3.495826087e+08,-1.783775330e+01,
+3.495913043e+08,-1.758677673e+01,
+3.496000000e+08,-2.976378632e+01,
+3.496086957e+08,-1.798064804e+01,
+3.496173913e+08,-6.557233429e+01,
+3.496260870e+08,-1.863264084e+01,
+3.496347826e+08,-1.936005402e+01,
+3.496434783e+08,-3.533685303e+01,
+3.496521739e+08,-2.004738617e+01,
+3.496608696e+08,-6.078746033e+01,
+3.496695652e+08,-1.944054031e+01,
+3.496782609e+08,-1.863632965e+01,
+3.496869565e+08,-3.882507324e+01,
+3.496956522e+08,-1.802017975e+01,
+3.497043478e+08,-5.234170532e+01,
+3.497130435e+08,-1.855194855e+01,
+3.497217391e+08,-1.985448074e+01,
+3.497304348e+08,-5.420361328e+01,
+3.497391304e+08,-1.931757736e+01,
+3.497478261e+08,-4.621100616e+01,
+3.497565217e+08,-1.819009018e+01,
+3.497652174e+08,-1.839969254e+01,
+3.497739130e+08,-6.175592041e+01,
+3.497826087e+08,-2.028376007e+01,
+3.497913043e+08,-4.170645905e+01,
+3.498000000e+08,-1.895019150e+01,
+3.498086957e+08,-1.791453934e+01,
+3.498173913e+08,-6.653722382e+01,
+3.498260870e+08,-1.995867920e+01,
+3.498347826e+08,-3.028257370e+01,
+3.498434783e+08,-1.891359711e+01,
+3.498521739e+08,-1.807985306e+01,
+3.498608696e+08,-6.911100006e+01,
+3.498695652e+08,-2.002815247e+01,
+3.498782609e+08,-2.643640137e+01,
+3.498869565e+08,-1.847266006e+01,
+3.498956522e+08,-1.889520645e+01,
+3.499043478e+08,-6.768674469e+01,
+3.499130435e+08,-1.970459747e+01,
+3.499217391e+08,-2.346021271e+01,
+3.499304348e+08,-1.819007874e+01,
+3.499391304e+08,-1.985275650e+01,
+3.499478261e+08,-6.862570953e+01,
+3.499565217e+08,-1.825772858e+01,
+3.499652174e+08,-2.254526901e+01,
+3.499739130e+08,-1.940979767e+01,
+3.499826087e+08,-1.855111504e+01,
+3.499913043e+08,-6.568669891e+01,
+3.500000000e+08,-1.908133888e+01,
+3.500086957e+08,-2.041175652e+01,
+3.500173913e+08,-1.887336540e+01,
+3.500260870e+08,-1.893123055e+01,
+3.500347826e+08,-6.546700287e+01,
+3.500434783e+08,-1.872949409e+01,
+3.500521739e+08,-1.970912361e+01,
+3.500608696e+08,-1.912926292e+01,
+3.500695652e+08,-1.821312523e+01,
+3.500782609e+08,-6.576564026e+01,
+3.500869565e+08,-1.990592384e+01,
+3.500956522e+08,-1.775478554e+01,
+3.501043478e+08,-1.808317757e+01,
+3.501130435e+08,-2.002721214e+01,
+3.501217391e+08,-6.517031860e+01,
+3.501304348e+08,-1.860469246e+01,
+3.501391304e+08,-1.813769341e+01,
+3.501478261e+08,-1.936254311e+01,
+3.501565217e+08,-2.038677025e+01,
+3.501652174e+08,-6.416603851e+01,
+3.501739130e+08,-1.801003838e+01,
+3.501826087e+08,-1.809039879e+01,
+3.501913043e+08,-2.092010689e+01,
+3.502000000e+08,-2.038377953e+01,
+3.502086957e+08,-6.940774536e+01,
+3.502173913e+08,-1.864203072e+01,
+3.502260870e+08,-1.760350609e+01,
+3.502347826e+08,-2.242322350e+01,
+3.502434783e+08,-1.972711754e+01,
+3.502521739e+08,-6.727896881e+01,
+3.502608696e+08,-2.016488457e+01,
+3.502695652e+08,-1.822414207e+01,
+3.502782609e+08,-2.573636436e+01,
+3.502869565e+08,-1.789197731e+01,
+3.502956522e+08,-6.597796631e+01,
+3.503043478e+08,-1.872053337e+01,
+3.503130435e+08,-1.984804726e+01,
+3.503217391e+08,-3.676544571e+01,
+3.503304348e+08,-1.938186836e+01,
+3.503391304e+08,-6.525533295e+01,
+3.503478261e+08,-1.892291832e+01,
+3.503565217e+08,-1.880508232e+01,
+3.503652174e+08,-4.026187897e+01,
+3.503739130e+08,-1.859295464e+01,
+3.503826087e+08,-5.161180115e+01,
+3.503913043e+08,-1.853707695e+01,
+3.504000000e+08,-1.804421043e+01,
+3.504086957e+08,-4.474126053e+01,
+3.504173913e+08,-1.810809517e+01,
+3.504260870e+08,-4.509082794e+01,
+3.504347826e+08,-1.822432899e+01,
+3.504434783e+08,-1.889758873e+01,
+3.504521739e+08,-5.158887482e+01,
+3.504608696e+08,-1.998330116e+01,
+3.504695652e+08,-4.282809830e+01,
+3.504782609e+08,-2.117357445e+01,
+3.504869565e+08,-2.296047401e+01,
+3.504956522e+08,-6.048526764e+01,
+3.505043478e+08,-2.435218239e+01,
+3.505130435e+08,-4.365993500e+01,
+3.505217391e+08,-2.661727333e+01,
+3.505304348e+08,-2.898372841e+01,
+3.505391304e+08,-6.796935272e+01,
+3.505478261e+08,-3.140540504e+01,
+3.505565217e+08,-4.997444153e+01,
+3.505652174e+08,-3.609945297e+01,
+3.505739130e+08,-3.904565048e+01,
+3.505826087e+08,-7.445063782e+01,
+3.505913043e+08,-4.505312347e+01,
+3.506000000e+08,-5.953469086e+01,
+3.506086957e+08,-5.386184692e+01,
+3.506173913e+08,-4.731995010e+01,
+3.506260870e+08,-7.159416962e+01,
+3.506347826e+08,-4.228932571e+01,
+3.506434783e+08,-4.517413712e+01,
+3.506521739e+08,-3.840749741e+01,
+3.506608696e+08,-3.740608215e+01,
+3.506695652e+08,-7.487659454e+01,
+3.506782609e+08,-3.696305084e+01,
+3.506869565e+08,-3.960385895e+01,
+3.506956522e+08,-3.542411423e+01,
+3.507043478e+08,-3.437519073e+01,
+3.507130435e+08,-7.650343323e+01,
+3.507217391e+08,-3.448482895e+01,
+3.507304348e+08,-3.728804398e+01,
+3.507391304e+08,-3.498165131e+01,
+3.507478261e+08,-3.408844376e+01,
+3.507565217e+08,-7.382364655e+01,
+3.507652174e+08,-3.358652115e+01,
+3.507739130e+08,-3.472992325e+01,
+3.507826087e+08,-3.379125595e+01,
+3.507913043e+08,-3.439270401e+01,
+3.508000000e+08,-7.582234955e+01,
+3.508086957e+08,-3.566154099e+01,
+3.508173913e+08,-3.586702728e+01,
+3.508260870e+08,-3.583662415e+01,
+3.508347826e+08,-3.629654312e+01,
+3.508434783e+08,-7.337806702e+01,
+3.508521739e+08,-3.602594757e+01,
+3.508608696e+08,-3.650280762e+01,
+3.508695652e+08,-3.964288330e+01,
+3.508782609e+08,-3.699777985e+01,
+3.508869565e+08,-7.627463531e+01,
+3.508956522e+08,-3.815356064e+01,
+3.509043478e+08,-3.920589066e+01,
+3.509130435e+08,-4.454367065e+01,
+3.509217391e+08,-4.130747604e+01,
+3.509304348e+08,-7.696261597e+01,
+3.509391304e+08,-4.246867752e+01,
+3.509478261e+08,-4.563386917e+01,
+3.509565217e+08,-5.346971893e+01,
+3.509652174e+08,-4.774231339e+01,
+3.509739130e+08,-7.851284027e+01,
+3.509826087e+08,-5.358382416e+01,
+3.509913043e+08,-5.964497375e+01,
+3.510000000e+08,-7.270696259e+01,
+3.510086957e+08,-6.703380585e+01,
+3.510173913e+08,-7.647090149e+01,
+3.510260870e+08,-5.324946594e+01,
+3.510347826e+08,-5.091091156e+01,
+3.510434783e+08,-6.708240509e+01,
+3.510521739e+08,-4.881936646e+01,
+3.510608696e+08,-7.747313690e+01,
+3.510695652e+08,-4.628602982e+01,
+3.510782609e+08,-4.510679626e+01,
+3.510869565e+08,-6.477289581e+01,
+3.510956522e+08,-4.507829285e+01,
+3.511043478e+08,-7.236158752e+01,
+3.511130435e+08,-4.373141861e+01,
+3.511217391e+08,-4.290994263e+01,
+3.511304348e+08,-6.732038116e+01,
+3.511391304e+08,-4.336860275e+01,
+3.511478261e+08,-7.193830109e+01,
+3.511565217e+08,-4.319033432e+01,
+3.511652174e+08,-4.311075211e+01,
+3.511739130e+08,-7.318115234e+01,
+3.511826087e+08,-4.280407333e+01,
+3.511913043e+08,-6.398601913e+01,
+3.512000000e+08,-4.385387039e+01,
+3.512086957e+08,-4.439556885e+01,
+3.512173913e+08,-7.820733643e+01,
+3.512260870e+08,-4.469229507e+01,
+3.512347826e+08,-6.399546432e+01,
+3.512434783e+08,-4.515115356e+01,
+3.512521739e+08,-4.530953979e+01,
+3.512608696e+08,-7.364810944e+01,
+3.512695652e+08,-4.709540176e+01,
+3.512782609e+08,-6.080007935e+01,
+3.512869565e+08,-4.783750916e+01,
+3.512956522e+08,-4.921568298e+01,
+3.513043478e+08,-7.940126038e+01,
+3.513130435e+08,-5.054207611e+01,
+3.513217391e+08,-6.407937622e+01,
+3.513304348e+08,-5.174958801e+01,
+3.513391304e+08,-5.211611176e+01,
+3.513478261e+08,-8.030217743e+01,
+3.513565217e+08,-5.446550751e+01,
+3.513652174e+08,-6.163601685e+01,
+3.513739130e+08,-5.439577484e+01,
+3.513826087e+08,-5.264605713e+01,
+3.513913043e+08,-7.975168610e+01,
+3.514000000e+08,-5.114405823e+01,
+3.514086957e+08,-5.079932404e+01,
+3.514173913e+08,-4.911537170e+01,
+3.514260870e+08,-4.829006195e+01,
+3.514347826e+08,-7.887529755e+01,
+3.514434783e+08,-4.833861542e+01,
+3.514521739e+08,-4.729601288e+01,
+3.514608696e+08,-4.670597839e+01,
+3.514695652e+08,-4.591670990e+01,
+3.514782609e+08,-7.500999451e+01,
+3.514869565e+08,-4.502208710e+01,
+3.514956522e+08,-4.445887756e+01,
+3.515043478e+08,-4.479176331e+01,
+3.515130435e+08,-4.486494446e+01,
+3.515217391e+08,-7.880233765e+01,
+3.515304348e+08,-4.378616333e+01,
+3.515391304e+08,-4.325935364e+01,
+3.515478261e+08,-4.442253113e+01,
+3.515565217e+08,-4.385674286e+01,
+3.515652174e+08,-7.974357605e+01,
+3.515739130e+08,-4.354960632e+01,
+3.515826087e+08,-4.275448608e+01,
+3.515913043e+08,-4.562481689e+01,
+3.516000000e+08,-4.336508179e+01,
+3.516086957e+08,-7.488314056e+01,
+3.516173913e+08,-4.256319427e+01,
+3.516260870e+08,-4.292408752e+01,
+3.516347826e+08,-4.757846069e+01,
+3.516434783e+08,-4.254158783e+01,
+3.516521739e+08,-7.740242004e+01,
+3.516608696e+08,-4.244600677e+01,
+3.516695652e+08,-4.240553284e+01,
+3.516782609e+08,-5.026956940e+01,
+3.516869565e+08,-4.182887268e+01,
+3.516956522e+08,-7.287259674e+01,
+3.517043478e+08,-4.223013306e+01,
+3.517130435e+08,-4.221918488e+01,
+3.517217391e+08,-5.271266174e+01,
+3.517304348e+08,-4.174742126e+01,
+3.517391304e+08,-7.976779938e+01,
+3.517478261e+08,-4.196671295e+01,
+3.517565217e+08,-4.168594360e+01,
+3.517652174e+08,-5.557951355e+01,
+3.517739130e+08,-4.166628265e+01,
+3.517826087e+08,-7.583192444e+01,
+3.517913043e+08,-4.144944000e+01,
+3.518000000e+08,-4.131609344e+01,
+3.518086957e+08,-5.838082123e+01,
+3.518173913e+08,-4.180358887e+01,
+3.518260870e+08,-7.490609741e+01,
+3.518347826e+08,-4.187010193e+01,
+3.518434783e+08,-4.246870422e+01,
+3.518521739e+08,-6.468752289e+01,
+3.518608696e+08,-4.233515930e+01,
+3.518695652e+08,-7.423786163e+01,
+3.518782609e+08,-4.297373962e+01,
+3.518869565e+08,-4.339212799e+01,
+3.518956522e+08,-6.977501678e+01,
+3.519043478e+08,-4.343891907e+01,
+3.519130435e+08,-7.082147980e+01,
+3.519217391e+08,-4.468174744e+01,
+3.519304348e+08,-4.498932648e+01,
+3.519391304e+08,-7.578191376e+01,
+3.519478261e+08,-4.517002869e+01,
+3.519565217e+08,-6.535871887e+01,
+3.519652174e+08,-4.862200928e+01,
+3.519739130e+08,-4.944454956e+01,
+3.519826087e+08,-7.683538818e+01,
+3.519913043e+08,-5.115401459e+01,
+3.520000000e+08,-6.152216339e+01,
