Time,Channel A,Channel B
(s),(V),(mV)

0.05950000,0.44221320,26.15742000
0.06000000,0.44105350,24.65590000
0.06050000,0.43989380,24.53993000
0.06100000,0.43989380,23.27036000
0.06150000,0.44105350,24.36903000
0.06200000,0.44221320,25.75152000
0.06250000,0.44105350,24.65590000
0.06300000,0.44105350,23.96313000
0.06350000,0.44105350,23.04147000
0.06400000,0.43989380,24.88784000
0.06450000,0.44221320,25.69658000
0.06500000,0.43989380,23.73424000
0.06550000,0.43989380,24.42701000
0.06600000,0.44105350,25.34867000
0.06650000,0.44105350,23.90515000
0.06700000,0.44105350,24.25306000
0.06750000,0.44105350,23.09946000
0.06800000,0.44105350,24.07910000
0.06850000,0.44221320,24.88784000
0.06900000,0.43989380,24.42701000
0.06950000,0.43989380,25.52263000
0.07000000,0.44105350,22.29072000
0.07050000,0.43989380,24.36903000
0.07100000,0.44105350,23.73424000
0.07150000,0.43989380,24.65590000
0.07200000,0.44105350,25.34867000
0.07250000,0.44105350,22.69356000
0.07300000,0.43867300,24.13709000
0.07350000,0.43989380,25.11673000
0.07400000,0.43751340,23.04147000
0.07450000,0.43989380,23.09946000
0.07500000,0.43989380,22.40669000
0.07550000,0.43989380,26.38630000
0.07600000,0.44105350,25.63860000
0.07650000,0.44105350,24.59792000
0.07700000,0.43989380,24.13709000
0.07750000,0.43867300,23.96313000
0.07800000,0.43989380,24.13709000
0.07850000,0.43989380,23.79223000
0.07900000,0.43989380,22.98349000
0.07950000,0.44105350,23.27036000
0.08000000,0.43867300,21.42399000
0.08050000,0.44105350,21.53996000
0.08100000,0.43989380,23.15744000
0.08150000,0.43989380,22.34870000
0.08200000,0.43989380,25.17472000
0.08250000,0.43989380,24.94583000
0.08300000,0.43867300,24.65590000
0.08350000,0.43867300,23.44432000
0.08400000,0.43867300,24.59792000
0.08450000,0.43867300,23.09946000
0.08500000,0.43867300,22.58064000
0.08550000,0.43867300,24.25306000
0.08600000,0.43867300,22.05878000
