x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+2.328000E+00,+4.145792E+00,-95.477E-03,-3.216080E+00,-402.010E-03
+2.336000E+00,+4.145792E+00,-79.397E-03,+804.020E-03,-422.111E-03
+2.344000E+00,+4.306596E+00,-79.397E-03,-804.020E-03,-422.111E-03
+2.352000E+00,+3.984988E+00,+17.085E-03,+1.206030E+00,-361.809E-03
+2.360000E+00,+4.065390E+00,-87.437E-03,-3.618090E+00,-402.010E-03
+2.368000E+00,+3.984988E+00,-23.116E-03,-2.010050E+00,-381.910E-03
+2.376000E+00,+3.984988E+00,-119.598E-03,+402.010E-03,-381.910E-03
+2.384000E+00,+4.065390E+00,-87.437E-03,-1.608040E+00,-381.910E-03
+2.392000E+00,+4.145792E+00,+129.648E-03,-1.206030E+00,-402.010E-03
+2.400000E+00,+4.628204E+00,+1.005E-03,-402.010E-03,-422.111E-03
+2.408000E+00,+4.306596E+00,-7.035E-03,-1.608040E+00,-381.910E-03
+2.416000E+00,+4.306596E+00,-143.719E-03,+804.020E-03,-402.010E-03
+2.424000E+00,+4.145792E+00,+33.166E-03,+402.010E-03,-442.211E-03
+2.432000E+00,+4.226194E+00,+65.327E-03,+804.020E-03,-402.010E-03
+2.440000E+00,+4.708606E+00,-63.317E-03,+3.216080E+00,-462.312E-03
+2.448000E+00,+3.904586E+00,-135.678E-03,+1.608040E+00,-422.111E-03
+2.456000E+00,+3.984988E+00,+57.286E-03,-4.824121E+00,-422.111E-03
+2.464000E+00,+4.226194E+00,-15.075E-03,+804.020E-03,-422.111E-03
+2.472000E+00,+4.226194E+00,-103.518E-03,-2.412060E+00,-422.111E-03
+2.480000E+00,+3.984988E+00,+57.286E-03,+804.020E-03,-422.111E-03
+2.488000E+00,+4.065390E+00,-159.799E-03,+804.020E-03,-402.010E-03
+2.496000E+00,+4.145792E+00,-111.558E-03,+1.608040E+00,-442.211E-03
+2.504000E+00,+4.306596E+00,-23.116E-03,+1.608040E+00,-442.211E-03
+2.512000E+00,+4.467400E+00,-71.357E-03,+1.608040E+00,-402.010E-03
+2.520000E+00,+4.145792E+00,+81.407E-03,-2.010050E+00,-442.211E-03
+2.528000E+00,+4.065390E+00,-111.558E-03,-2.412060E+00,-442.211E-03
+2.536000E+00,+4.065390E+00,+49.246E-03,-1.206030E+00,-402.010E-03
+2.544000E+00,+4.386998E+00,+97.487E-03,+3.618090E+00,-402.010E-03
+2.552000E+00,+4.065390E+00,-23.116E-03,-2.412060E+00,-402.010E-03
+2.560000E+00,+4.145792E+00,+121.608E-03,-2.412060E+00,-402.010E-03
+2.568000E+00,+4.386998E+00,+33.166E-03,-3.618090E+00,-422.111E-03
+2.576000E+00,+4.306596E+00,+89.447E-03,+2.412060E+00,-402.010E-03
+2.584000E+00,+3.984988E+00,+1.005E-03,-2.010050E+00,-462.312E-03
+2.592000E+00,+4.145792E+00,-15.075E-03,-804.020E-03,-462.312E-03
+2.600000E+00,+4.226194E+00,+73.367E-03,-4.020101E+00,-422.111E-03
+2.608000E+00,+4.467400E+00,+57.286E-03,+4.020101E+00,-361.809E-03
