Machine Module,N9322C,CN0743A505
+9.987263705e+08,-6.846278381e+01,
+9.987429112e+08,-6.704957581e+01,
+9.987594518e+08,-6.659894562e+01,
+9.987759925e+08,-6.800070190e+01,
+9.987925331e+08,-6.849451447e+01,
+9.988090737e+08,-6.488626099e+01,
+9.988256144e+08,-6.970396423e+01,
+9.988421550e+08,-6.920581818e+01,
+9.988586957e+08,-6.776388550e+01,
+9.988752363e+08,-6.580348206e+01,
+9.988917770e+08,-6.695244598e+01,
+9.989083176e+08,-6.974798584e+01,
+9.989248582e+08,-6.825908661e+01,
+9.989413989e+08,-6.883745575e+01,
+9.989579395e+08,-6.713737488e+01,
+9.989744802e+08,-6.789125061e+01,
+9.989910208e+08,-6.759620667e+01,
+9.990075615e+08,-6.597982025e+01,
+9.990241021e+08,-6.576097870e+01,
+9.990406427e+08,-6.852658844e+01,
+9.990571834e+08,-6.563577271e+01,
+9.990737240e+08,-6.405375671e+01,
+9.990902647e+08,-6.711371613e+01,
+9.991068053e+08,-6.543358612e+01,
+9.991233460e+08,-6.938658905e+01,
+9.991398866e+08,-6.780760193e+01,
+9.991564272e+08,-6.621202087e+01,
+9.991729679e+08,-6.519669342e+01,
+9.991895085e+08,-6.805782318e+01,
+9.992060492e+08,-6.614608002e+01,
+9.992225898e+08,-6.663806915e+01,
+9.992391305e+08,-6.617286682e+01,
+9.992556711e+08,-6.910255432e+01,
+9.992722117e+08,-6.689067841e+01,
+9.992887524e+08,-6.586366272e+01,
+9.993052930e+08,-6.655552673e+01,
+9.993218337e+08,-6.507144165e+01,
+9.993383743e+08,-6.726977539e+01,
+9.993549149e+08,-6.762548828e+01,
+9.993714556e+08,-6.384751511e+01,
+9.993879962e+08,-6.444646454e+01,
+9.994045369e+08,-6.574542999e+01,
+9.994210775e+08,-6.415189362e+01,
+9.994376182e+08,-6.598432922e+01,
+9.994541588e+08,-6.622798157e+01,
+9.994706994e+08,-6.424021912e+01,
+9.994872401e+08,-6.572825623e+01,
+9.995037807e+08,-6.544790649e+01,
+9.995203214e+08,-6.485066223e+01,
+9.995368620e+08,-6.537433624e+01,
+9.995534027e+08,-6.347727203e+01,
+9.995699433e+08,-6.447477722e+01,
+9.995864839e+08,-6.630769348e+01,
+9.996030246e+08,-6.466999817e+01,
+9.996195652e+08,-6.528034973e+01,
+9.996361059e+08,-6.401057434e+01,
+9.996526465e+08,-6.476094055e+01,
+9.996691872e+08,-6.174383926e+01,
+9.996857278e+08,-6.253197098e+01,
+9.997022684e+08,-6.335384369e+01,
+9.997188091e+08,-6.188705444e+01,
+9.997353497e+08,-6.090712738e+01,
+9.997518904e+08,-6.073990631e+01,
+9.997684310e+08,-6.130572128e+01,
+9.997849716e+08,-6.060820389e+01,
+9.998015123e+08,-5.874300766e+01,
+9.998180529e+08,-6.007094193e+01,
+9.998345936e+08,-5.998493958e+01,
+9.998511342e+08,-5.680408478e+01,
+9.998676749e+08,-5.897654724e+01,
+9.998842155e+08,-5.651844788e+01,
+9.999007561e+08,-5.261101151e+01,
+9.999172968e+08,-5.205666733e+01,
+9.999338374e+08,-4.910817337e+01,
+9.999503781e+08,-4.724465561e+01,
+9.999669187e+08,-4.313661957e+01,
+9.999834594e+08,-4.355980682e+01,
+1.000000000e+09,+1.580542374e+01,
+1.000016541e+09,-4.350672150e+01,
+1.000033081e+09,-4.449937439e+01,
+1.000049622e+09,-4.447155762e+01,
+1.000066163e+09,-5.101627350e+01,
+1.000082703e+09,-5.306385803e+01,
+1.000099244e+09,-5.211392593e+01,
+1.000115784e+09,-5.460908890e+01,
+1.000132325e+09,-5.764914322e+01,
+1.000148866e+09,-5.667154312e+01,
+1.000165406e+09,-5.820890045e+01,
+1.000181947e+09,-6.018592072e+01,
+1.000198488e+09,-5.994197845e+01,
+1.000215028e+09,-6.012567139e+01,
+1.000231569e+09,-6.031698227e+01,
+1.000248110e+09,-6.165438461e+01,
+1.000264650e+09,-6.231286240e+01,
+1.000281191e+09,-6.152048111e+01,
+1.000297732e+09,-6.379275894e+01,
+1.000314272e+09,-6.380093765e+01,
+1.000330813e+09,-6.109648895e+01,
+1.000347353e+09,-6.242485809e+01,
+1.000363894e+09,-6.235905457e+01,
+1.000380435e+09,-6.297169495e+01,
+1.000396975e+09,-6.402126312e+01,
+1.000413516e+09,-6.304529572e+01,
+1.000430057e+09,-6.367925262e+01,
+1.000446597e+09,-6.560625458e+01,
+1.000463138e+09,-6.494517517e+01,
+1.000479679e+09,-6.623522186e+01,
+1.000496219e+09,-6.661582947e+01,
+1.000512760e+09,-6.358499146e+01,
+1.000529301e+09,-6.550041199e+01,
+1.000545841e+09,-6.553257751e+01,
+1.000562382e+09,-6.382838821e+01,
+1.000578922e+09,-6.615411377e+01,
+1.000595463e+09,-6.550508881e+01,
+1.000612004e+09,-6.582759094e+01,
+1.000628544e+09,-6.678100586e+01,
+1.000645085e+09,-6.701049805e+01,
+1.000661626e+09,-6.735840607e+01,
+1.000678166e+09,-6.789028931e+01,
+1.000694707e+09,-6.745592499e+01,
+1.000711248e+09,-6.759765625e+01,
+1.000727788e+09,-6.651155853e+01,
+1.000744329e+09,-6.858451843e+01,
+1.000760870e+09,-6.639292145e+01,
+1.000777410e+09,-6.672092438e+01,
+1.000793951e+09,-6.890425110e+01,
+1.000810491e+09,-6.872080994e+01,
+1.000827032e+09,-6.562042999e+01,
+1.000843573e+09,-6.699517822e+01,
+1.000860113e+09,-6.678241730e+01,
+1.000876654e+09,-6.925601196e+01,
+1.000893195e+09,-6.530430603e+01,
+1.000909735e+09,-6.562745667e+01,
+1.000926276e+09,-6.780874634e+01,
+1.000942817e+09,-6.831880188e+01,
+1.000959357e+09,-6.814264679e+01,
+1.000975898e+09,-6.701640320e+01,
+1.000992439e+09,-6.845401764e+01,
+1.001008979e+09,-6.899674225e+01,
+1.001025520e+09,-6.567430878e+01,
+1.001042060e+09,-6.938153839e+01,
+1.001058601e+09,-6.834106445e+01,
+1.001075142e+09,-6.676381683e+01,
+1.001091682e+09,-6.556462097e+01,
+1.001108223e+09,-6.861717224e+01,
+1.001124764e+09,-6.838171387e+01,
+1.001141304e+09,-6.839518738e+01,
+1.001157845e+09,-6.945735168e+01,
+1.001174386e+09,-6.783645630e+01,
+1.001190926e+09,-6.741314697e+01,
+1.001207467e+09,-6.693959808e+01,
+1.001224008e+09,-6.939369202e+01,
+1.001240548e+09,-6.881710815e+01,
+1.001257089e+09,-6.775860596e+01,
+1.001273629e+09,-6.795385742e+01,
+1.001290170e+09,-6.872650146e+01,
+1.001306711e+09,-6.682205200e+01,
+1.001323251e+09,-6.946467590e+01,
+1.001339792e+09,-6.923298645e+01,
+1.001356333e+09,-6.715240479e+01,
+1.001372873e+09,-6.712276459e+01,
+1.001389414e+09,-6.641996765e+01,
+1.001405955e+09,-6.616455841e+01,
+1.001422495e+09,-6.646142578e+01,
+1.001439036e+09,-6.756399536e+01,
+1.001455577e+09,-6.872685242e+01,
+1.001472117e+09,-6.918318176e+01,
+1.001488658e+09,-6.847688293e+01,
+1.001505198e+09,-5.597048950e+01,
+1.001521739e+09,-6.786960602e+01,
+1.001538280e+09,-6.694892883e+01,
+1.001554820e+09,-7.003878784e+01,
+1.001571361e+09,-6.629005432e+01,
+1.001587902e+09,-6.697235107e+01,
+1.001604442e+09,-6.687338257e+01,
+1.001620983e+09,-6.750889587e+01,
+1.001637524e+09,-6.794178009e+01,
+1.001654064e+09,-6.774943542e+01,
+1.001670605e+09,-7.030905914e+01,
+1.001687146e+09,-6.789106750e+01,
+1.001703686e+09,-6.575480652e+01,
+1.001720227e+09,-7.018746948e+01,
+1.001736767e+09,-6.684164429e+01,
+1.001753308e+09,-6.695510864e+01,
+1.001769849e+09,-6.723159790e+01,
+1.001786389e+09,-6.690190125e+01,
+1.001802930e+09,-6.654060364e+01,
+1.001819471e+09,-6.996690369e+01,
+1.001836011e+09,-6.923915863e+01,
+1.001852552e+09,-6.923807526e+01,
+1.001869093e+09,-6.725563812e+01,
+1.001885633e+09,-6.686473083e+01,
+1.001902174e+09,-6.809153748e+01,
+1.001918715e+09,-6.975192261e+01,
+1.001935255e+09,-6.801176453e+01,
+1.001951796e+09,-6.674992371e+01,
+1.001968336e+09,-6.735987854e+01,
+1.001984877e+09,-6.746163177e+01,
+1.002001418e+09,-6.766986847e+01,
+1.002017958e+09,-6.894200134e+01,
+1.002034499e+09,-6.790570068e+01,
+1.002051040e+09,-6.998295593e+01,
+1.002067580e+09,-6.652296448e+01,
+1.002084121e+09,-6.923075867e+01,
+1.002100662e+09,-6.876654053e+01,
+1.002117202e+09,-6.832533264e+01,
+1.002133743e+09,-6.908274078e+01,
+1.002150284e+09,-6.830708313e+01,
+1.002166824e+09,-6.634666443e+01,
+1.002183365e+09,-6.867868805e+01,
+1.002199905e+09,-6.925989532e+01,
+1.002216446e+09,-6.898672485e+01,
+1.002232987e+09,-6.759428406e+01,
+1.002249527e+09,-6.896455383e+01,
+1.002266068e+09,-6.988380432e+01,
+1.002282609e+09,-6.899630737e+01,
+1.002299149e+09,-6.810570526e+01,
+1.002315690e+09,-6.654853058e+01,
+1.002332231e+09,-6.789781189e+01,
+1.002348771e+09,-6.959998322e+01,
+1.002365312e+09,-6.945133972e+01,
+1.002381853e+09,-6.743780518e+01,
+1.002398393e+09,-6.949956512e+01,
+1.002414934e+09,-6.707161713e+01,
+1.002431474e+09,-6.747068787e+01,
+1.002448015e+09,-6.804703522e+01,
+1.002464556e+09,-6.571376038e+01,
+1.002481096e+09,-6.829630280e+01,
+1.002497637e+09,-6.724717712e+01,
+1.002514178e+09,-6.695562744e+01,
+1.002530718e+09,-6.805074310e+01,
+1.002547259e+09,-6.779121399e+01,
+1.002563800e+09,-6.900468445e+01,
+1.002580340e+09,-6.889165497e+01,
+1.002596881e+09,-6.833786011e+01,
+1.002613421e+09,-6.798152924e+01,
+1.002629962e+09,-6.690818787e+01,
+1.002646503e+09,-6.838306427e+01,
+1.002663043e+09,-6.609231567e+01,
+1.002679584e+09,-6.873329926e+01,
+1.002696125e+09,-6.840731049e+01,
+1.002712665e+09,-6.705538177e+01,
+1.002729206e+09,-6.863173676e+01,
+1.002745747e+09,-6.635754395e+01,
+1.002762287e+09,-6.854125977e+01,
+1.002778828e+09,-6.541863251e+01,
+1.002795369e+09,-6.855257416e+01,
+1.002811909e+09,-6.785507202e+01,
+1.002828450e+09,-6.569795227e+01,
+1.002844990e+09,-6.740964508e+01,
+1.002861531e+09,-6.733243561e+01,
+1.002878072e+09,-7.001231384e+01,
+1.002894612e+09,-6.824649048e+01,
+1.002911153e+09,-6.781214905e+01,
+1.002927694e+09,-6.825195313e+01,
+1.002944234e+09,-6.715621948e+01,
+1.002960775e+09,-7.001724243e+01,
+1.002977316e+09,-6.598239899e+01,
+1.002993856e+09,-6.397031021e+01,
+1.003010397e+09,-6.790885162e+01,
+1.003026938e+09,-6.831239319e+01,
+1.003043478e+09,-6.735872650e+01,
+1.003060019e+09,-6.786348724e+01,
+1.003076559e+09,-6.782131958e+01,
+1.003093100e+09,-6.863215637e+01,
+1.003109641e+09,-6.806535339e+01,
+1.003126181e+09,-6.771842957e+01,
+1.003142722e+09,-6.858781433e+01,
+1.003159263e+09,-6.810642242e+01,
+1.003175803e+09,-6.798519897e+01,
+1.003192344e+09,-6.860828400e+01,
+1.003208885e+09,-6.660227966e+01,
+1.003225425e+09,-6.887527466e+01,
+1.003241966e+09,-6.596028137e+01,
+1.003258507e+09,-6.857824707e+01,
+1.003275047e+09,-6.791257477e+01,
+1.003291588e+09,-6.723021698e+01,
+1.003308128e+09,-6.775665283e+01,
+1.003324669e+09,-6.706735229e+01,
+1.003341210e+09,-6.861866760e+01,
+1.003357750e+09,-6.762866211e+01,
+1.003374291e+09,-6.551292419e+01,
+1.003390832e+09,-6.828230286e+01,
+1.003407372e+09,-6.876440430e+01,
+1.003423913e+09,-6.997482300e+01,
+1.003440454e+09,-6.786807251e+01,
+1.003456994e+09,-6.801319885e+01,
+1.003473535e+09,-6.766477966e+01,
+1.003490076e+09,-6.826066589e+01,
+1.003506616e+09,-6.836778259e+01,
+1.003523157e+09,-6.841882324e+01,
+1.003539697e+09,-6.627775574e+01,
+1.003556238e+09,-6.747839355e+01,
+1.003572779e+09,-6.744044495e+01,
+1.003589319e+09,-6.902459717e+01,
+1.003605860e+09,-6.831571960e+01,
+1.003622401e+09,-6.793817902e+01,
+1.003638941e+09,-6.666000366e+01,
+1.003655482e+09,-6.735951233e+01,
+1.003672023e+09,-6.813676453e+01,
+1.003688563e+09,-6.695928955e+01,
+1.003705104e+09,-6.796301270e+01,
+1.003721645e+09,-6.663781738e+01,
+1.003738185e+09,-6.945935059e+01,
+1.003754726e+09,-6.803262329e+01,
+1.003771266e+09,-6.840283203e+01,
+1.003787807e+09,-6.721938324e+01,
+1.003804348e+09,-6.839639282e+01,
